id,unit,number,street,city,district,region,postcode,hash
,,"2580",OAKLAND PARK,VILLAGE OF WEEDSPORT,,,,1177b477ca67d9b8
,REAR,"8924",N SENECA ST,VILLAGE OF WEEDSPORT,,,,a752681e58569710
,,"8922",JACKSON ST,VILLAGE OF WEEDSPORT,,,,d42dddf7eb7c68f9
,,"8912",OAKLAND ST,VILLAGE OF WEEDSPORT,,,,b9b736f9cdb37124
,,"8921",N WILLOW ST,VILLAGE OF WEEDSPORT,,,,f2cd3615963840c0
,,"8921",N SENECA ST,VILLAGE OF WEEDSPORT,,,,ffa121c2df46dc12
,,"2667",ERIE DR,VILLAGE OF WEEDSPORT,,,,20bb6c3d6925db6e
,,"8919",JACKSON ST,VILLAGE OF WEEDSPORT,,,,e4739ed9efbcd971
,,"8908",OAKLAND ST,VILLAGE OF WEEDSPORT,,,,ad87480cb53fe8c8
,,"8917",N SENECA ST,VILLAGE OF WEEDSPORT,,,,2d2529e71dc02497
,,"8917",N WILLOW ST,VILLAGE OF WEEDSPORT,,,,3f8e4d7ee3e2928e
,,"8909",OAKLAND ST,VILLAGE OF WEEDSPORT,,,,54bca9991ee2136f
,,"8914",N WILLOW ST,VILLAGE OF WEEDSPORT,,,,e84be7e189d0eb6d
,,"8914",N SENECA ST,VILLAGE OF WEEDSPORT,,,,b0c0b8e97798e621
,,"8914",JACKSON ST,VILLAGE OF WEEDSPORT,,,,602bc0c90f788a93
,,"2675",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,7d946f3908c4b8ec
,,"2687",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,f796bc99dc1ec557
,,"8911",N WILLOW ST,VILLAGE OF WEEDSPORT,,,,45a9fdc598aa8d6a
,,"8915",N SENECA ST,VILLAGE OF WEEDSPORT,,,,3f8c7a0aea415cf6
,,"8906",OAKLAND ST,VILLAGE OF WEEDSPORT,,,,8dec7493d3342255
,,"8905",OAKLAND ST,VILLAGE OF WEEDSPORT,,,,22b4441a40a93dea
,,"8913",JACKSON ST,VILLAGE OF WEEDSPORT,,,,97060012ec5c89d7
,,"8910",N WILLOW ST,VILLAGE OF WEEDSPORT,,,,f69b107e0af29027
,,"2693",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,9cc670a1f571b49d
,,"2573",OAKLAND PARK,VILLAGE OF WEEDSPORT,,,,c50e166a5646984a
,"2","2697",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,a6539eff4c3fed0e
,,"2674",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,d4f3f058db278e90
,,"2701",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,b837c704a30f8a87
,,"2670",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,48c853b845cb1d37
,,"8909",N WILLOW ST,VILLAGE OF WEEDSPORT,,,,fd4fdc03cc308ede
,,"2666",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,40b5da7e1f9cb1da
,,"2662",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,030f31fec226d327
,,"2705",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,974c3dc7dd95e26e
,,"2652",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,1c9a946dc53dad27
,,"2656",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,b48b03dda749565c
,,"2572",OAKLAND PARK,VILLAGE OF WEEDSPORT,,,,2f67d42afe3a199a
,,"2613",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,b4449aaa44c44016
,,"2646",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,999cdd3ade426f51
,,"2709",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,e4d6b86c86008e44
,,"2642",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,88c1ad6de1d7aab0
,,"8906",S SENECA ST,VILLAGE OF WEEDSPORT,,,,6a48fd2e3048295f
,,"8903",OAKLAND ST,VILLAGE OF WEEDSPORT,,,,da5b349ea6b08e72
,,"2684",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,7fa8cfd7f2d20844
,,"2713",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,d2589d8e7d3ff7c6
,,"2688",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,6c6f95e1bba5898a
,"203","2717",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,b0c540488e819ecb
,,"8906",S SENECA ST,VILLAGE OF WEEDSPORT,,,,e29b564278fc7b2a
,,"2624",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,e811cd4ef84e6e1c
,,"8909",S SENECA ST,VILLAGE OF WEEDSPORT,,,,1e61f60b80c579b2
,,"2719",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,4cfd7b049843be15
,,"8905",N WILLOW ST,VILLAGE OF WEEDSPORT,,,,59d42aa74d9958ca
,,"2569",OAKLAND PARK,VILLAGE OF WEEDSPORT,,,,d5b54b7178888ead
,,"2700",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,6dec4136cb4533cb
,,"8906",N WILLOW ST,VILLAGE OF WEEDSPORT,,,,bb67829cc84a15b8
,,"2658",ERIE DR,VILLAGE OF WEEDSPORT,,,,2416e1c5eb2e2799
,,"2620",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,59aa1f320c6c7ae3
,,"2630",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,3907c33de6922474
,,"2640",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,f0bf463022bebc0a
,,"8909",JACKSON ST,VILLAGE OF WEEDSPORT,,,,dfdb34ef9f48b434
,,"2605",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,bdffc444c57f8c1b
,,"2731",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,0527c93b4e132ec0
,,"8905",S SENECA ST,VILLAGE OF WEEDSPORT,,,,463ca89db4461de4
,,"2570",OAKLAND PARK,VILLAGE OF WEEDSPORT,,,,90849cba8293aa7b
,,"8903",N WILLOW ST,VILLAGE OF WEEDSPORT,,,,346a478c8e5e86d3
,,"2710",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,2bc27804fcba9307
,,"2614",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,86a1825bbee272ca
,,"2737",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,4fe09f0e7e3db59e
,,"2603",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,9bc4222a8f7bca96
,,"8904",N WILLOW ST,VILLAGE OF WEEDSPORT,,,,e81d077b6831b4ba
,,"2661",CANAL ST,VILLAGE OF WEEDSPORT,,,,d8fe67642ce09052
,,"2745",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,f06de2ba710af55c
,,"8902",S SENECA ST,VILLAGE OF WEEDSPORT,,,,e18fd59b14a1e9b5
,"3","2720",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,1b431d015e0bbb6e
,,"2563",OAKLAND PARK,VILLAGE OF WEEDSPORT,,,,"6723474001233311"
,,"2749",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,ccd4eec419f4ee0d
,"5","2722",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,0188507a9c800c6f
,,"2610",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,02fdda3c78b7db84
,,"2601",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,1845332a7d5d1e56
,,"2751",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,ab849a397cc4d506
,A,"8901",SOUTH ST,VILLAGE OF WEEDSPORT,,,,b3d66a43cfd916af
,"3","2726",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,4b64dacbbdf25974
,UPSTRS,"2755",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,bb4810955c2ae2be
,,"2564",OAKLAND PARK,VILLAGE OF WEEDSPORT,,,,9207a979368aa68e
,,"2757",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,6c0566148f153dae
,,"8893",S SENECA ST,VILLAGE OF WEEDSPORT,,,,4f15c061a20fe80d
,,"2659",CANAL ST,VILLAGE OF WEEDSPORT,,,,75776d10f941266d
,,"8901",OAKLAND ST,VILLAGE OF WEEDSPORT,,,,6adfa2c10f2afee9
,,"2732",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,9ef21f1113b45599
,,"2761",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,7ac85a3e362f2f25
,,"2736",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,e5616cd36e4e2079
,,"8896",S SENECA ST,VILLAGE OF WEEDSPORT,,,,6da55f40a8a0171e
,,"2744",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,296c7ae77149d17c
,,"2763",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,5135df2e7a19c884
,,"2699",FURNACE ST,VILLAGE OF WEEDSPORT,,,,2ede0e2ff33ec5d0
,,"8897",SOUTH ST,VILLAGE OF WEEDSPORT,,,,79eaafedd466481e
,,"2688",FURNACE ST,VILLAGE OF WEEDSPORT,,,,aca8bd228cb3c741
,,"2604",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,f8f0885fa2dba240
,3RD FLR,"2765",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,5bdedaf2bd2bccaf
,,"2777",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,d783572e4b8f3eac
,,"2690",FURNACE ST,VILLAGE OF WEEDSPORT,,,,1877f39404774ab0
,,"2750",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,ca1064024988bbd5
,,"2771",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,1fa34b1eb3bb6c46
,,"2589",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,e7c94bc774b6a3d4
,,"2657",ERIE DR,VILLAGE OF WEEDSPORT,,,,59c3ac7d61e84deb
,,"2756",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,d3fd77a0fa5fbc2e
,,"2758",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,0945967808d8b244
,,"2779",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,3695d45eb80e24cd
,,"2760",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,ef041eb5ee7150fb
,,"2594",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,36de6835b6be851f
,,"2583",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,beb28745b1cbd0f8
,,"2762",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,b3c39839f38175f7
,,"8891",SOUTH ST,VILLAGE OF WEEDSPORT,,,,50ffba4faa663d1d
,"1","2764",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,f8af6a3d4685831a
,,"2783",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,2a086867ccd37b1a
,,"8887",S SENECA ST,VILLAGE OF WEEDSPORT,,,,dbb1c4ac2602d22f
,,"2651",ERIE DR,VILLAGE OF WEEDSPORT,,,,bf4435de92b5ab05
,,"2787",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,fb880228a549b6a9
,,"8892",SOUTH ST,VILLAGE OF WEEDSPORT,,,,9bea81fc4b6f85df
,,"2772",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,e39c2e4e199bd408
,,"2579",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,9a77f1569f2a93e0
,,"2795",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,5a66bf52819b1b5c
,,"2588",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,a3bc2d3b9723e845
,,"2776",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,a7704e53aef820e1
,,"8889",S WILLOW ST,VILLAGE OF WEEDSPORT,,,,feabab9f6ccc79b7
,,"2778",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,d91d603d333a0209
,,"8881",S SENECA ST,VILLAGE OF WEEDSPORT,,,,02e0b0cb9932777e
,,"2803",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,c0f0e2ce0ef8fc36
,,"8887",SOUTH ST,VILLAGE OF WEEDSPORT,,,,a7153c52e4ee0899
,,"2784",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,10351fcae77f290f
,,"2586",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,a567a1c64438ae16
,,"2571",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,d01a61d5c2075a50
,,"2645",ERIE DR,VILLAGE OF WEEDSPORT,,,,d82ef9bbb60bfba8
,,"2794",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,430d3b950c47338e
,,"2578",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,de231c993a856b71
,,"2800",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,658b2e7c581ecb81
,,"2563",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,322cfb1a3a09cde4
,,"2806",E BRUTUS ST,VILLAGE OF WEEDSPORT,,,,4a7fe3d24f67d7ab
,,"8887",S WILLOW ST,VILLAGE OF WEEDSPORT,,,,9d0638fbf1730b72
,,"2711",LIBERTY ST,VILLAGE OF WEEDSPORT,,,,164535d8f8432650
,,"2709",LIBERTY ST,VILLAGE OF WEEDSPORT,,,,cd33ee1b07f18214
,,"2572",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,420a5599e8570189
,,"2707",LIBERTY ST,VILLAGE OF WEEDSPORT,,,,40f8d3fa8ae6d76e
,,"2695",LIBERTY ST,VILLAGE OF WEEDSPORT,,,,21c1592d9703ae58
,,"8878",SOUTH ST,VILLAGE OF WEEDSPORT,,,,a95f73b22dc1c947
,,"2691",LIBERTY ST,VILLAGE OF WEEDSPORT,,,,1720a3e7a740cf8e
,,"2561",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,75368336ae4a229a
,,"2685",LIBERTY ST,VILLAGE OF WEEDSPORT,,,,5c2e0f9ecb4f8e03
,,"8886",S SENECA ST,VILLAGE OF WEEDSPORT,,,,a8f8bade5a6ffe7a
,,"2639",ERIE DR,VILLAGE OF WEEDSPORT,,,,d0b90f5c12b8509a
,,"8883",S WILLOW ST,VILLAGE OF WEEDSPORT,,,,9e770c8708241e52
,,"2602",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,d9b6c16d38685c30
,,"8884",S WILLOW ST,VILLAGE OF WEEDSPORT,,,,9cb34d75c94ab847
,,"2557",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,6de51e7c27da30f7
,,"2714",LIBERTY ST,VILLAGE OF WEEDSPORT,,,,80c4c3a8e1f96438
,,"2710",LIBERTY ST,VILLAGE OF WEEDSPORT,,,,26cd6f5f8a87e8c8
,,"2702",LIBERTY ST,VILLAGE OF WEEDSPORT,,,,16c1137cbd78992d
,,"2706",LIBERTY ST,VILLAGE OF WEEDSPORT,,,,3f1f8df1d33e02fc
,"2","2698",LIBERTY ST,VILLAGE OF WEEDSPORT,,,,f51d316914c80be4
,,"2694",LIBERTY ST,VILLAGE OF WEEDSPORT,,,,16d2e063c21ae3f1
,,"2688",LIBERTY ST,VILLAGE OF WEEDSPORT,,,,3efaf00ddb66078c
,,"2690",LIBERTY ST,VILLAGE OF WEEDSPORT,,,,17ead265768d52bb
,,"2562",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,a2760841e222d891
,,"8872",SOUTH ST,VILLAGE OF WEEDSPORT,,,,0f0e5e0df2ea3036
,,"2551",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,711e1f1e3a48d258
,,"8872",S SENECA ST,VILLAGE OF WEEDSPORT,,,,c726377b76dca2d1
,,"2549",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,683d5ff6205568d1
,,"8879",S WILLOW ST,VILLAGE OF WEEDSPORT,,,,47acfc2cf07d64a2
,,"2560",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,92e29a8ae2bc250f
,,"8867",S SENECA ST,VILLAGE OF WEEDSPORT,,,,feadcfc25698ce3b
,,"2547",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,1eb5e0662311728f
,,"8868",SOUTH ST,VILLAGE OF WEEDSPORT,,,,8ca9eccd7cbad163
,,"2550",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,db708c85d8cdf793
,,"8869",SOUTH ST,VILLAGE OF WEEDSPORT,,,,f753ad91d5c7eda4
,,"2541",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,4e75cf1ae9902a72
,,"2658",W WATSON ST,VILLAGE OF WEEDSPORT,,,,50cd35dd53da6769
,,"2537",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,1f269fc277be0915
,,"8865",S SENECA ST,VILLAGE OF WEEDSPORT,,,,30f20c91ae9381d5
,,"8864",S WILLOW ST,VILLAGE OF WEEDSPORT,,,,0eb48113fd5652c2
,,"8864",S SENECA ST,VILLAGE OF WEEDSPORT,,,,0b2e3f6f02f48e9b
,,"8863",S SENECA ST,VILLAGE OF WEEDSPORT,,,,25c153ea894b25fc
,,"2542",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,b0991d9ef8348fa5
,,"2533",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,b592f309379585f5
,,"8861",SOUTH ST,VILLAGE OF WEEDSPORT,,,,88ca55dbbc766508
,,"2538",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,9dd405ad27a21dac
,,"2536",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,0c4b376e3450d5c6
,,"8862",SOUTH ST,VILLAGE OF WEEDSPORT,,,,a8fbbe285d2bba1e
,,"8860",S SENECA ST,VILLAGE OF WEEDSPORT,,,,d5fa1a799ca8b1d0
,"212","8860",S WILLOW ST,VILLAGE OF WEEDSPORT,,,,6a354ed50a8e526a
,"1","2717",VANBUREN ST,VILLAGE OF WEEDSPORT,,,,27cba9fafd460f88
,,"2713",VANBUREN ST,VILLAGE OF WEEDSPORT,,,,d14a90c83b88110c
,,"8859",S SENECA ST,VILLAGE OF WEEDSPORT,,,,99a13255577fc14f
,,"2709",VANBUREN ST,VILLAGE OF WEEDSPORT,,,,b07370b40785b1d5
,,"2530",W BRUTUS ST,VILLAGE OF WEEDSPORT,,,,4b9585d5bb82a958
,"26","2749",EAST ST,VILLAGE OF WEEDSPORT,,,,2fc0e7c281d1ae73
,,"2705",VANBUREN ST,VILLAGE OF WEEDSPORT,,,,d12cb7793f827a89
,,"2661",LINCOLN ST,VILLAGE OF WEEDSPORT,,,,969c7c92e0a6cfd2
,,"2665",LINCOLN ST,VILLAGE OF WEEDSPORT,,,,b1af099b3b746007
,,"2669",LINCOLN ST,VILLAGE OF WEEDSPORT,,,,31af0a96578baa3d
,,"2701",VANBUREN ST,VILLAGE OF WEEDSPORT,,,,4c5e5dbad1d45bf2
,,"2697",VANBUREN ST,VILLAGE OF WEEDSPORT,,,,707b9fc204c6fd34
,UP,"2693",VANBUREN ST,VILLAGE OF WEEDSPORT,,,,0d86e2987e5a246b
,,"8854",S WILLOW ST,VILLAGE OF WEEDSPORT,,,,9f7c07ba59c19b40
,,"2655",LINCOLN ST,VILLAGE OF WEEDSPORT,,,,7623b586d9ca39fc
,,"8858",S SENECA ST,VILLAGE OF WEEDSPORT,,,,781d433372e75792
,,"2724",VANBUREN ST,VILLAGE OF WEEDSPORT,,,,fab4cf18357cd40c
,,"2720",VANBUREN ST,VILLAGE OF WEEDSPORT,,,,1c46ff2c3acd95a7
,2 UPPER,"8853",S SENECA ST,VILLAGE OF WEEDSPORT,,,,9653ac2b452c9e18
,,"2668",LINCOLN ST,VILLAGE OF WEEDSPORT,,,,fcd65da95a5dfcb6
,,"2714",VANBUREN ST,VILLAGE OF WEEDSPORT,,,,41189935d93d9b52
,,"2666",LINCOLN ST,VILLAGE OF WEEDSPORT,,,,24562bbe7b3b7280
,,"2652",LINCOLN ST,VILLAGE OF WEEDSPORT,,,,90c24a39534626b2
,,"2708",VANBUREN ST,VILLAGE OF WEEDSPORT,,,,b69a75f9fc96bd73
,,"2696",VANBUREN ST,VILLAGE OF WEEDSPORT,,,,389fa647f0699747
,,"2648",LINCOLN ST,VILLAGE OF WEEDSPORT,,,,0bdd8e8467b7bc4f
,,"2702",VANBUREN ST,VILLAGE OF WEEDSPORT,,,,723f1a25d58d5d56
,,"2686",VANBUREN ST,VILLAGE OF WEEDSPORT,,,,1f3e296643a4e75c
,,"8852",S SENECA ST,VILLAGE OF WEEDSPORT,,,,9335e84c3b0241b3
,,"8851",S SENECA ST,VILLAGE OF WEEDSPORT,,,,2ab37e234a1530a1
,"20","2753",EAST ST,VILLAGE OF WEEDSPORT,,,,1f94978d47418911
,,"8848",COOL ST,VILLAGE OF WEEDSPORT,,,,4353aa5b07b25cb0
,"12","2757",EAST ST,VILLAGE OF WEEDSPORT,,,,6412cf638b7be30f
,,"8848",S SENECA ST,VILLAGE OF WEEDSPORT,,,,ce54bbb6d92849a6
,,"8849",SOUTH ST,VILLAGE OF WEEDSPORT,,,,8c17cd15f08b4ca9
,,"2766",EAST ST,VILLAGE OF WEEDSPORT,,,,3fcb83f3f86972d4
,,"2760",EAST ST,VILLAGE OF WEEDSPORT,,,,dafe3af625e04509
,,"8847",S SENECA ST,VILLAGE OF WEEDSPORT,,,,f84c29a2a01ab098
,,"2777",EAST STREET EXT,VILLAGE OF WEEDSPORT,,,,bde01b3c423b45be
,,"2752",EAST ST,VILLAGE OF WEEDSPORT,,,,0e8994a68b0e272b
,,"8845",COOL ST,VILLAGE OF WEEDSPORT,,,,7d96ef5dda76f6e7
,,"2744",EAST ST,VILLAGE OF WEEDSPORT,,,,e88492409dd398c9
,,"2797",EAST STREET EXT,VILLAGE OF WEEDSPORT,,,,5aa461b694d83e8f
,,"8852",HORTON ST,VILLAGE OF WEEDSPORT,,,,2d33e9be096a5550
,,"2793",EAST STREET EXT,VILLAGE OF WEEDSPORT,,,,32d2249e1496535a
,,"2624",ERIE DR,VILLAGE OF WEEDSPORT,,,,f227e3fe03bf321f
,,"2778",EAST STREET EXT,VILLAGE OF WEEDSPORT,,,,dc020dac818ea96c
,,"8843",SOUTH ST,VILLAGE OF WEEDSPORT,,,,6e918d0654ecbb92
,,"8842",S WILLOW ST,VILLAGE OF WEEDSPORT,,,,51a8cbaca0f4937c
,,"8843",S SENECA ST,VILLAGE OF WEEDSPORT,,,,1641414129e4f7f7
,,"8844",S SENECA ST,VILLAGE OF WEEDSPORT,,,,967febaaea466c71
,,"2669",WASHINGTON ST,VILLAGE OF WEEDSPORT,,,,040442dce49a8751
,,"2665",WASHINGTON ST,VILLAGE OF WEEDSPORT,,,,cf5f710e4610085d
,,"2653",WASHINGTON ST,VILLAGE OF WEEDSPORT,,,,25b029f97ce2fad5
,,"8841",COOL ST,VILLAGE OF WEEDSPORT,,,,a829c79d92fd9fc8
,,"2659",WASHINGTON ST,VILLAGE OF WEEDSPORT,,,,cefce87533cf59c2
,,"8841",WEED ST,VILLAGE OF WEEDSPORT,,,,e98cdcad3765dcce
,,"8837",HORTON ST,VILLAGE OF WEEDSPORT,,,,30971485bb397e8a
,,"8844",WEED ST,VILLAGE OF WEEDSPORT,,,,0a2bcf26f2d2667b
,,"8836",HORTON ST,VILLAGE OF WEEDSPORT,,,,d1845bdb14f4eae0
,,"8836",S SENECA ST,VILLAGE OF WEEDSPORT,,,,291e830f757b1dbd
,,"8838",SOUTH ST,VILLAGE OF WEEDSPORT,,,,6478087ae7e887a8
,,"8831",S SENECA ST,VILLAGE OF WEEDSPORT,,,,cfe4e9f299793055
,,"8832",S SENECA ST,VILLAGE OF WEEDSPORT,,,,35830a3fc94d13f7
,,"8837",WEED ST,VILLAGE OF WEEDSPORT,,,,8725eb517720bcfe
,,"8838",WEED ST,VILLAGE OF WEEDSPORT,,,,5c9959251ae7b8a9
,,"8836",S WILLOW ST,VILLAGE OF WEEDSPORT,,,,4828951564597e3e
,,"2735",BELL ST,VILLAGE OF WEEDSPORT,,,,7ed2e0fc630349b4
,,"2725",BELL ST,VILLAGE OF WEEDSPORT,,,,8ce2dbeeab6e6d15
,,"2719",BELL ST,VILLAGE OF WEEDSPORT,,,,daf88c0275cda82e
,,"2715",BELL ST,VILLAGE OF WEEDSPORT,,,,56425afd816aa8d1
,,"8830",HORTON ST,VILLAGE OF WEEDSPORT,,,,610491cf13636704
,UPSTRS,"2643",HAMILTON ST,VILLAGE OF WEEDSPORT,,,,8b3b4e77ff365dd0
,"2","2711",BELL ST,VILLAGE OF WEEDSPORT,,,,6dcfc299d9f90a39
,,"8831",S WILLOW ST,VILLAGE OF WEEDSPORT,,,,1e93dbdbe87e831f
,,"8836",HORTON ST,VILLAGE OF WEEDSPORT,,,,9e9711e12ef4ecd6
,,"8828",S SENECA ST,VILLAGE OF WEEDSPORT,,,,8818ff81c7eb3108
,,"8832",SOUTH ST,VILLAGE OF WEEDSPORT,,,,4f0fec446e6afcc6
,,"2697",BELL ST,VILLAGE OF WEEDSPORT,,,,61fb8393f27ec838
,,"2695",BELL ST,VILLAGE OF WEEDSPORT,,,,900a18d8da9da5cc
,,"2667",HAMILTON ST,VILLAGE OF WEEDSPORT,,,,851dba9d95c9ef8f
,,"2687",BELL ST,VILLAGE OF WEEDSPORT,,,,f77bd373a78b4489
,,"8833",WEED ST,VILLAGE OF WEEDSPORT,,,,143e10d591f05ba8
,,"8834",WEED ST,VILLAGE OF WEEDSPORT,,,,8c52298247e85675
,,"2665",HAMILTON ST,VILLAGE OF WEEDSPORT,,,,aed058f36cf2fdfa
,,"8827",GOFF ST,VILLAGE OF WEEDSPORT,,,,de13d3d5c52c530d
,,"8825",SOUTH ST,VILLAGE OF WEEDSPORT,,,,3d67d48333275115
,,"2736",BELL ST,VILLAGE OF WEEDSPORT,,,,1cd019c4a2891bcf
,,"2730",BELL ST,VILLAGE OF WEEDSPORT,,,,458f555b397a92fa
,,"2724",BELL ST,VILLAGE OF WEEDSPORT,,,,08cdf826492cda13
,,"2720",BELL ST,VILLAGE OF WEEDSPORT,,,,8f48417157dea63d
,,"2714",BELL ST,VILLAGE OF WEEDSPORT,,,,d65b6c85b6845e1b
,,"2649",HAMILTON ST,VILLAGE OF WEEDSPORT,,,,8e96e2914bbd7fce
,,"8830",S WILLOW ST,VILLAGE OF WEEDSPORT,,,,12572ff105cae862
,,"2708",BELL ST,VILLAGE OF WEEDSPORT,,,,41a58edaf46bc729
,,"2704",BELL ST,VILLAGE OF WEEDSPORT,,,,4ae5452049a51c63
,,"2641",HAMILTON ST,VILLAGE OF WEEDSPORT,,,,385a28113ab5a24d
,,"2698",BELL ST,VILLAGE OF WEEDSPORT,,,,a993747210cada6c
,,"2690",BELL ST,VILLAGE OF WEEDSPORT,,,,3221bcafd2410280
,"1","2670",HAMILTON ST,VILLAGE OF WEEDSPORT,,,,b712bd1dcb6573d8
,,"2664",HAMILTON ST,VILLAGE OF WEEDSPORT,,,,5a620d1d47f56963
,,"2635",HAMILTON ST,VILLAGE OF WEEDSPORT,,,,11bd0ce043247a5d
,,"8822",S SENECA ST,VILLAGE OF WEEDSPORT,,,,e1c1967754ff841b
,,"2815",BASIN ST,VILLAGE OF WEEDSPORT,,,,12fa3a70205057cf
,,"8824",HOOPER ST,VILLAGE OF WEEDSPORT,,,,f6ec6be51d0f9b27
,,"8816",EAST TER,VILLAGE OF WEEDSPORT,,,,94efe2f5b48c0875
,,"2627",HAMILTON ST,VILLAGE OF WEEDSPORT,,,,98d575f0d76f22ad
,,"8822",SOUTH ST,VILLAGE OF WEEDSPORT,,,,d15625d7026a3780
,,"8815",EAST TER,VILLAGE OF WEEDSPORT,,,,00d2f57975979d1b
,,"2617",HAMILTON ST,VILLAGE OF WEEDSPORT,,,,1ca657ec33306552
,,"2797",BASIN ST,VILLAGE OF WEEDSPORT,,,,7a3a5d92b4ba1e65
